stage,environment,seed,episode_index,dataset_episode,start_step,goal_step,published_success,retrained_success
final,reacher,82715,91,9149,98,122,1,1
final,reacher,82715,92,9173,83,107,1,1
final,reacher,82715,93,9333,47,71,1,1
final,reacher,82715,94,9413,86,110,1,1
final,reacher,82715,95,9509,104,128,1,1
final,reacher,82715,96,9758,137,161,1,1
final,reacher,82715,97,9771,169,193,0,1
final,reacher,82715,98,9796,67,91,1,1
final,reacher,82715,99,9966,59,83,1,1
final,reacher,86604,0,359,112,136,1,1
final,reacher,86604,1,435,103,127,1,1
final,reacher,86604,2,475,70,94,1,1
final,reacher,86604,3,892,23,47,1,1
final,reacher,86604,4,914,2,26,1,1
final,reacher,86604,5,1031,89,113,1,1
final,reacher,86604,6,1177,111,135,1,1
final,reacher,86604,7,1372,155,179,0,0
final,reacher,86604,8,1429,120,144,1,1
final,reacher,86604,9,1498,34,58,0,0
final,reacher,86604,10,1714,106,130,1,1
final,reacher,86604,11,1803,146,170,1,1
final,reacher,86604,12,1936,46,70,1,1
final,reacher,86604,13,1939,13,37,1,1
final,reacher,86604,14,1948,172,196,1,1
final,reacher,86604,15,2038,159,183,1,1
final,reacher,86604,16,2053,129,153,1,1
final,reacher,86604,17,2300,88,112,1,0
final,reacher,86604,18,2310,126,150,1,1
final,reacher,86604,19,2316,89,113,1,1
final,reacher,86604,20,2379,71,95,1,1
final,reacher,86604,21,2416,76,100,1,1
final,reacher,86604,22,2706,69,93,1,1
final,reacher,86604,23,2864,97,121,1,1
final,reacher,86604,24,2912,15,39,0,0
final,reacher,86604,25,3039,64,88,1,1
final,reacher,86604,26,3097,66,90,0,0
final,reacher,86604,27,3552,127,151,1,1
final,reacher,86604,28,3597,58,82,1,1
final,reacher,86604,29,3823,139,163,1,1
final,reacher,86604,30,3838,24,48,1,1
final,reacher,86604,31,3879,163,187,1,1
final,reacher,86604,32,4194,28,52,1,1
final,reacher,86604,33,4222,151,175,1,1
final,reacher,86604,34,4224,78,102,1,1
final,reacher,86604,35,4265,115,139,1,1
final,reacher,86604,36,4348,83,107,1,1
final,reacher,86604,37,4360,12,36,1,1
final,reacher,86604,38,4469,6,30,1,1
final,reacher,86604,39,4644,62,86,1,1
final,reacher,86604,40,4766,169,193,1,1
final,reacher,86604,41,4872,148,172,1,1
final,reacher,86604,42,5037,87,111,1,1
final,reacher,86604,43,5141,97,121,1,1
final,reacher,86604,44,5142,60,84,1,1
final,reacher,86604,45,5379,73,97,1,1
final,reacher,86604,46,5391,100,124,1,1
final,reacher,86604,47,5456,54,78,1,1
final,reacher,86604,48,5594,167,191,1,1
final,reacher,86604,49,5970,79,103,1,1
final,reacher,86604,50,5982,80,104,1,1
final,reacher,86604,51,6004,48,72,1,1
final,reacher,86604,52,6081,142,166,1,1
final,reacher,86604,53,6097,167,191,1,1
final,reacher,86604,54,6154,153,177,1,1
final,reacher,86604,55,6273,81,105,1,1
final,reacher,86604,56,6497,143,167,1,1
final,reacher,86604,57,6499,116,140,1,1
final,reacher,86604,58,6537,5,29,1,1
final,reacher,86604,59,6553,28,52,1,1
final,reacher,86604,60,6571,170,194,1,1
final,reacher,86604,61,6759,74,98,1,1
final,reacher,86604,62,6811,87,111,1,1
final,reacher,86604,63,7113,85,109,1,1
final,reacher,86604,64,7296,34,58,1,1
final,reacher,86604,65,7315,150,174,1,1
final,reacher,86604,66,7354,113,137,1,1
final,reacher,86604,67,7403,127,151,1,1
final,reacher,86604,68,7470,40,64,1,1
final,reacher,86604,69,7487,1,25,1,1
final,reacher,86604,70,7529,129,153,1,1
final,reacher,86604,71,7594,126,150,1,1
final,reacher,86604,72,7645,88,112,1,1
final,reacher,86604,73,7651,25,49,1,1
final,reacher,86604,74,7662,173,197,1,1
final,reacher,86604,75,7780,108,132,1,1
final,reacher,86604,76,7867,11,35,0,1
final,reacher,86604,77,8049,111,135,1,1
final,reacher,86604,78,8117,125,149,1,1
final,reacher,86604,79,8196,62,86,1,1
final,reacher,86604,80,8342,49,73,1,1
final,reacher,86604,81,8344,161,185,1,1
final,reacher,86604,82,8361,99,123,1,1
final,reacher,86604,83,8542,66,90,1,1
final,reacher,86604,84,8544,132,156,1,1
final,reacher,86604,85,8552,141,165,1,1
final,reacher,86604,86,8772,170,194,1,1
final,reacher,86604,87,8789,35,59,1,1
final,reacher,86604,88,8878,55,79,1,1
final,reacher,86604,89,8954,17,41,1,1
final,reacher,86604,90,8975,118,142,1,1
final,reacher,86604,91,9105,51,75,1,1
final,reacher,86604,92,9124,37,61,1,1
final,reacher,86604,93,9189,48,72,1,1
final,reacher,86604,94,9239,9,33,1,1
final,reacher,86604,95,9258,2,26,1,1
final,reacher,86604,96,9440,136,160,1,1
final,reacher,86604,97,9525,143,167,1,1
final,reacher,86604,98,9578,30,54,1,1
final,reacher,86604,99,9758,127,151,1,1
final,reacher,91943,0,118,149,173,1,1
final,reacher,91943,1,184,137,161,1,1
final,reacher,91943,2,560,62,86,1,1
final,reacher,91943,3,615,73,97,1,1
final,reacher,91943,4,621,42,66,1,1
final,reacher,91943,5,666,92,116,1,1
final,reacher,91943,6,762,18,42,1,1
final,reacher,91943,7,860,175,199,1,1
final,reacher,91943,8,1309,119,143,1,1
final,reacher,91943,9,2042,159,183,1,1
final,reacher,91943,10,2093,175,199,1,1
final,reacher,91943,11,2127,31,55,1,1
final,reacher,91943,12,2254,155,179,1,1
final,reacher,91943,13,2625,142,166,1,0
final,reacher,91943,14,2739,150,174,1,1
final,reacher,91943,15,2784,108,132,1,1
final,reacher,91943,16,2973,105,129,1,1
final,reacher,91943,17,2996,63,87,1,1
final,reacher,91943,18,3041,1,25,1,1
final,reacher,91943,19,3142,112,136,1,1
final,reacher,91943,20,3306,160,184,1,1
final,reacher,91943,21,3311,100,124,0,1
final,reacher,91943,22,3365,159,183,1,1
final,reacher,91943,23,3538,6,30,1,1
final,reacher,91943,24,3876,137,161,0,1
final,reacher,91943,25,3963,114,138,1,1
final,reacher,91943,26,4237,112,136,0,1
final,reacher,91943,27,4252,137,161,1,1
final,reacher,91943,28,4283,169,193,1,1
final,reacher,91943,29,4401,154,178,1,1
final,reacher,91943,30,4454,123,147,1,1
final,reacher,91943,31,4608,80,104,1,1
final,reacher,91943,32,4680,136,160,1,1
final,reacher,91943,33,4760,138,162,1,1
final,reacher,91943,34,4899,135,159,1,1
final,reacher,91943,35,4939,154,178,1,1
final,reacher,91943,36,4971,136,160,1,1
final,reacher,91943,37,5038,14,38,1,1
final,reacher,91943,38,5051,35,59,1,1
final,reacher,91943,39,5138,96,120,1,1
final,reacher,91943,40,5151,63,87,1,1
final,reacher,91943,41,5219,17,41,1,1
final,reacher,91943,42,5247,26,50,1,1
final,reacher,91943,43,5340,145,169,1,1
final,reacher,91943,44,5418,128,152,1,1
final,reacher,91943,45,5439,57,81,1,1
final,reacher,91943,46,5442,64,88,1,1
final,reacher,91943,47,5446,63,87,1,1
final,reacher,91943,48,5596,93,117,1,1
final,reacher,91943,49,6045,9,33,1,1
final,reacher,91943,50,6091,122,146,1,1
final,reacher,91943,51,6121,169,193,1,1
final,reacher,91943,52,6216,156,180,1,1
final,reacher,91943,53,6279,13,37,1,1
final,reacher,91943,54,6306,87,111,1,1
final,reacher,91943,55,6324,171,195,1,1
final,reacher,91943,56,6349,18,42,1,1
final,reacher,91943,57,6401,78,102,1,1
final,reacher,91943,58,6435,6,30,1,1
final,reacher,91943,59,6730,100,124,1,1
final,reacher,91943,60,6810,59,83,1,1
final,reacher,91943,61,6871,38,62,1,1
final,reacher,91943,62,6874,31,55,1,1
final,reacher,91943,63,6986,73,97,1,1
final,reacher,91943,64,7105,169,193,1,1
final,reacher,91943,65,7182,51,75,0,1
final,reacher,91943,66,7361,104,128,1,1
final,reacher,91943,67,7405,2,26,1,1
final,reacher,91943,68,7471,164,188,1,1
final,reacher,91943,69,7557,25,49,1,1
final,reacher,91943,70,7601,115,139,1,1
final,reacher,91943,71,7649,126,150,1,1
final,reacher,91943,72,7747,63,87,1,1
final,reacher,91943,73,7822,14,38,1,1
final,reacher,91943,74,7933,36,60,1,1
final,reacher,91943,75,8063,15,39,1,1
final,reacher,91943,76,8063,79,103,1,1
final,reacher,91943,77,8116,34,58,1,1
final,reacher,91943,78,8120,61,85,1,1
final,reacher,91943,79,8177,67,91,1,1
final,reacher,91943,80,8217,165,189,1,1
final,reacher,91943,81,8340,78,102,1,1
final,reacher,91943,82,8523,138,162,1,1
final,reacher,91943,83,8545,69,93,1,1
final,reacher,91943,84,8630,32,56,1,1
final,reacher,91943,85,8674,89,113,1,1
final,reacher,91943,86,8784,143,167,1,1
final,reacher,91943,87,8851,106,130,1,1
final,reacher,91943,88,8864,34,58,1,1
final,reacher,91943,89,8926,33,57,1,1
final,reacher,91943,90,9043,9,33,1,1
final,reacher,91943,91,9128,135,159,1,1
final,reacher,91943,92,9267,151,175,1,1
final,reacher,91943,93,9585,172,196,1,1
final,reacher,91943,94,9734,76,100,1,1
final,reacher,91943,95,9746,167,191,1,1
final,reacher,91943,96,9943,123,147,1,1
final,reacher,91943,97,9966,136,160,1,1
final,reacher,91943,98,9967,130,154,1,1
final,reacher,91943,99,9969,18,42,1,1
final,pusht,2002,0,90,6,30,0,1
final,pusht,2002,1,145,20,44,1,1
final,pusht,2002,2,748,76,100,1,1
final,pusht,2002,3,864,62,86,1,1
final,pusht,2002,4,1511,7,31,0,0
final,pusht,2002,5,1525,78,102,1,1
final,pusht,2002,6,1694,32,56,1,1
final,pusht,2002,7,1730,24,48,0,1
final,pusht,2002,8,1971,71,95,1,1
final,pusht,2002,9,2072,97,121,1,1
final,pusht,2002,10,2106,90,114,1,1
final,pusht,2002,11,2173,2,26,1,1
final,pusht,2002,12,2542,24,48,1,1
final,pusht,2002,13,2704,22,46,1,1
final,pusht,2002,14,2724,10,34,1,1
final,pusht,2002,15,2795,13,37,1,1
final,pusht,2002,16,2820,47,71,1,1
final,pusht,2002,17,2925,11,35,1,1
final,pusht,2002,18,2936,217,241,1,1
final,pusht,2002,19,2989,149,173,1,1
final,pusht,2002,20,2997,1,25,0,0
final,pusht,2002,21,3060,84,108,1,1
final,pusht,2002,22,3303,59,83,1,1
final,pusht,2002,23,3448,39,63,1,1
final,pusht,2002,24,3487,42,66,1,1
final,pusht,2002,25,3678,60,84,1,1
final,pusht,2002,26,3751,74,98,1,1
final,pusht,2002,27,3756,111,135,1,1
final,pusht,2002,28,3985,34,58,1,1
final,pusht,2002,29,4183,48,72,1,1
final,pusht,2002,30,4185,22,46,1,1
final,pusht,2002,31,4278,28,52,1,1
final,pusht,2002,32,4390,32,56,1,1
final,pusht,2002,33,4523,85,109,1,1
final,pusht,2002,34,4531,73,97,1,1
final,pusht,2002,35,4717,121,145,1,1
final,pusht,2002,36,4718,125,149,1,1
final,pusht,2002,37,4728,5,29,1,0
final,pusht,2002,38,4740,25,49,1,1
final,pusht,2002,39,4762,104,128,1,1
final,pusht,2002,40,5014,120,144,1,1
final,pusht,2002,41,5440,24,48,0,0
final,pusht,2002,42,5911,25,49,1,1
final,pusht,2002,43,5962,54,78,1,1
final,pusht,2002,44,6089,140,164,1,1
final,pusht,2002,45,6660,63,87,1,1
final,pusht,2002,46,7060,8,32,0,1
final,pusht,2002,47,7113,27,51,0,0
final,pusht,2002,48,7720,15,39,1,1
final,pusht,2002,49,7838,1,25,1,1
final,pusht,2002,50,7885,6,30,0,0
final,pusht,2002,51,8329,17,41,0,1
final,pusht,2002,52,8525,3,27,1,1
final,pusht,2002,53,8528,40,64,1,1
final,pusht,2002,54,8596,24,48,0,1
final,pusht,2002,55,8623,73,97,1,1
final,pusht,2002,56,8668,64,88,1,1
final,pusht,2002,57,9036,16,40,1,1
final,pusht,2002,58,9142,70,94,1,1
final,pusht,2002,59,9814,31,55,1,1
final,pusht,2002,60,9896,53,77,1,1
final,pusht,2002,61,9968,63,87,1,1
final,pusht,2002,62,10358,47,71,1,1
final,pusht,2002,63,10822,6,30,0,1
final,pusht,2002,64,10861,105,129,1,1
final,pusht,2002,65,10917,88,112,1,1
final,pusht,2002,66,11148,105,129,1,1
final,pusht,2002,67,11199,51,75,1,1
final,pusht,2002,68,11375,32,56,1,1
final,pusht,2002,69,11464,88,112,1,1
final,pusht,2002,70,12108,20,44,0,1
final,pusht,2002,71,12270,70,94,1,1
final,pusht,2002,72,12615,172,196,1,0
final,pusht,2002,73,12873,73,97,1,1
final,pusht,2002,74,13385,89,113,1,1
final,pusht,2002,75,13608,59,83,1,1
final,pusht,2002,76,14152,15,39,1,1
final,pusht,2002,77,14255,46,70,1,1
final,pusht,2002,78,14573,43,67,1,1
final,pusht,2002,79,15128,94,118,1,1
final,pusht,2002,80,15484,32,56,1,1
final,pusht,2002,81,15678,149,173,1,1
final,pusht,2002,82,15760,36,60,1,1
final,pusht,2002,83,15997,148,172,1,1
final,pusht,2002,84,16360,54,78,1,1
final,pusht,2002,85,16420,31,55,1,1
final,pusht,2002,86,16604,23,47,1,1
final,pusht,2002,87,16652,87,111,1,1
final,pusht,2002,88,16697,119,143,1,1
final,pusht,2002,89,17065,27,51,1,1
final,pusht,2002,90,17215,41,65,1,1
final,pusht,2002,91,17339,16,40,1,1
final,pusht,2002,92,17366,49,73,0,1
final,pusht,2002,93,17601,78,102,1,1
final,pusht,2002,94,17749,45,69,1,1
final,pusht,2002,95,17806,91,115,1,1
final,pusht,2002,96,17961,30,54,1,1
final,pusht,2002,97,17991,52,76,1,1
final,pusht,2002,98,18218,26,50,1,1
final,pusht,2002,99,18556,3,27,1,1
final,pusht,71623,0,67,59,83,0,0
final,pusht,71623,1,85,74,98,1,1
final,pusht,71623,2,204,57,81,1,1
final,pusht,71623,3,382,2,26,1,1
final,pusht,71623,4,835,44,68,1,1
final,pusht,71623,5,923,25,49,0,1
final,pusht,71623,6,985,15,39,1,1
final,pusht,71623,7,1194,70,94,1,1
final,pusht,71623,8,1893,3,27,1,1
final,pusht,71623,9,2696,0,24,1,1
final,pusht,71623,10,2862,23,47,1,1
final,pusht,71623,11,2920,5,29,1,1
final,pusht,71623,12,2988,15,39,1,1
final,pusht,71623,13,3007,98,122,1,1
final,pusht,71623,14,3186,63,87,1,1
final,pusht,71623,15,3364,12,36,1,1
final,pusht,71623,16,3626,14,38,1,1
final,pusht,71623,17,3874,92,116,1,1
final,pusht,71623,18,4041,104,128,1,1
final,pusht,71623,19,4043,1,25,1,1
final,pusht,71623,20,4248,53,77,1,1
final,pusht,71623,21,4252,33,57,1,1
final,pusht,71623,22,4271,28,52,1,1
final,pusht,71623,23,4316,16,40,1,1
final,pusht,71623,24,4611,43,67,1,1
final,pusht,71623,25,4681,23,47,1,1
final,pusht,71623,26,4706,117,141,1,1
final,pusht,71623,27,4832,92,116,1,1
final,pusht,71623,28,4881,33,57,1,1
final,pusht,71623,29,5033,98,122,1,1
final,pusht,71623,30,5101,64,88,1,1
final,pusht,71623,31,5227,46,70,1,1
final,pusht,71623,32,5395,85,109,1,1
final,pusht,71623,33,5430,6,30,1,0
final,pusht,71623,34,5467,7,31,0,0
final,pusht,71623,35,5649,15,39,1,1
final,pusht,71623,36,5689,54,78,1,1
final,pusht,71623,37,5840,77,101,1,1
final,pusht,71623,38,5908,89,113,1,1
final,pusht,71623,39,6508,103,127,1,1
final,pusht,71623,40,6590,40,64,1,1
final,pusht,71623,41,6825,45,69,1,1
final,pusht,71623,42,6930,71,95,1,1
final,pusht,71623,43,7057,35,59,1,1
final,pusht,71623,44,7097,47,71,1,1
final,pusht,71623,45,7180,7,31,1,0
final,pusht,71623,46,7399,36,60,1,1
final,pusht,71623,47,8020,10,34,0,1
final,pusht,71623,48,8152,8,32,1,0
final,pusht,71623,49,8254,131,155,1,1
final,pusht,71623,50,8317,49,73,1,1
final,pusht,71623,51,8333,106,130,1,1
final,pusht,71623,52,8675,80,104,1,1
final,pusht,71623,53,8900,30,54,1,1
final,pusht,71623,54,9548,47,71,1,1
final,pusht,71623,55,9873,64,88,1,1
final,pusht,71623,56,9956,59,83,1,1
final,pusht,71623,57,9960,87,111,1,1
final,pusht,71623,58,10068,7,31,1,1
final,pusht,71623,59,10400,36,60,1,1
final,pusht,71623,60,11340,108,132,1,1
final,pusht,71623,61,11461,47,71,1,1
final,pusht,71623,62,11462,104,128,1,1
final,pusht,71623,63,11533,29,53,1,1
final,pusht,71623,64,11858,7,31,1,1
final,pusht,71623,65,12026,123,147,1,1
final,pusht,71623,66,12051,6,30,0,0
final,pusht,71623,67,12172,17,41,1,1
final,pusht,71623,68,12298,34,58,1,1
final,pusht,71623,69,12569,94,118,1,1
final,pusht,71623,70,12572,167,191,1,1
final,pusht,71623,71,12804,50,74,1,1
final,pusht,71623,72,12991,73,97,1,1
final,pusht,71623,73,13379,56,80,1,1
final,pusht,71623,74,13530,35,59,1,1
final,pusht,71623,75,13557,56,80,1,1
final,pusht,71623,76,13857,52,76,1,1
final,pusht,71623,77,14215,97,121,1,1
final,pusht,71623,78,14407,56,80,1,1
final,pusht,71623,79,14478,24,48,1,1
final,pusht,71623,80,14516,118,142,0,0
final,pusht,71623,81,14722,63,87,1,1
final,pusht,71623,82,15084,100,124,1,1
final,pusht,71623,83,15088,77,101,1,1
final,pusht,71623,84,15127,37,61,1,1
final,pusht,71623,85,15206,115,139,1,1
final,pusht,71623,86,15602,48,72,1,1
final,pusht,71623,87,16143,132,156,1,1
final,pusht,71623,88,16261,76,100,1,1
final,pusht,71623,89,16509,1,25,1,1
final,pusht,71623,90,16573,86,110,1,1
final,pusht,71623,91,16665,48,72,1,1
final,pusht,71623,92,16683,3,27,1,1
final,pusht,71623,93,17368,51,75,0,0
final,pusht,71623,94,17506,7,31,1,1
final,pusht,71623,95,17662,57,81,1,0
final,pusht,71623,96,17674,45,69,1,0
final,pusht,71623,97,17729,68,92,1,1
final,pusht,71623,98,17872,143,167,1,1
final,pusht,71623,99,17935,55,79,1,1
final,pusht,82715,0,186,68,92,1,1
final,pusht,82715,1,264,12,36,1,1
final,pusht,82715,2,671,69,93,1,1
final,pusht,82715,3,1526,5,29,0,0
final,pusht,82715,4,1537,94,118,1,1
final,pusht,82715,5,1692,56,80,0,1
final,pusht,82715,6,1970,24,48,1,1
final,pusht,82715,7,1980,78,102,1,1
final,pusht,82715,8,2222,94,118,1,1
final,pusht,82715,9,2503,18,42,0,1
final,pusht,82715,10,2775,43,67,1,1
final,pusht,82715,11,3034,38,62,1,1
final,pusht,82715,12,3146,115,139,1,1
final,pusht,82715,13,3537,32,56,1,1
final,pusht,82715,14,4020,100,124,1,1
final,pusht,82715,15,4189,43,67,1,1
final,pusht,82715,16,4373,24,48,0,1
final,pusht,82715,17,4655,15,39,1,1
final,pusht,82715,18,5066,49,73,1,1
final,pusht,82715,19,5119,137,161,1,1
final,pusht,82715,20,5219,60,84,1,1
final,pusht,82715,21,5257,8,32,1,1
final,pusht,82715,22,5465,73,97,1,1
final,pusht,82715,23,5866,27,51,1,1
final,pusht,82715,24,5941,110,134,1,0
final,pusht,82715,25,5949,31,55,1,1
final,pusht,82715,26,5976,43,67,1,1
final,pusht,82715,27,6042,67,91,1,1
final,pusht,82715,28,6099,111,135,1,1
final,pusht,82715,29,6100,131,155,0,1
final,pusht,82715,30,6485,38,62,1,1
final,pusht,82715,31,6656,72,96,1,1
final,pusht,82715,32,6673,51,75,1,1
final,pusht,82715,33,7091,60,84,1,1
final,pusht,82715,34,7267,1,25,1,1
final,pusht,82715,35,7451,72,96,1,1
final,pusht,82715,36,7516,81,105,1,1
final,pusht,82715,37,7574,103,127,1,1
final,pusht,82715,38,7807,10,34,1,1
final,pusht,82715,39,8041,26,50,1,1
final,pusht,82715,40,8108,22,46,0,1
final,pusht,82715,41,8331,19,43,0,1
final,pusht,82715,42,8694,12,36,0,1
final,pusht,82715,43,8748,31,55,1,1
final,pusht,82715,44,8842,4,28,0,0
final,pusht,82715,45,8850,130,154,1,1
final,pusht,82715,46,9132,25,49,1,1
final,pusht,82715,47,9906,74,98,1,1
final,pusht,82715,48,9939,104,128,1,1
final,pusht,82715,49,9945,112,136,1,1
final,pusht,82715,50,10117,148,172,0,1
final,pusht,82715,51,10248,78,102,1,1
final,pusht,82715,52,10403,57,81,1,1
final,pusht,82715,53,10469,136,160,1,1
final,pusht,82715,54,10642,46,70,1,1
final,pusht,82715,55,10883,91,115,1,1
final,pusht,82715,56,10914,35,59,1,1
final,pusht,82715,57,11021,76,100,1,1
final,pusht,82715,58,11242,78,102,1,1
final,pusht,82715,59,11326,48,72,1,1
final,pusht,82715,60,11509,12,36,1,1
final,pusht,82715,61,11517,65,89,1,1
final,pusht,82715,62,11555,58,82,1,1
final,pusht,82715,63,11979,38,62,1,1
final,pusht,82715,64,12113,74,98,0,0
final,pusht,82715,65,12421,90,114,1,1
final,pusht,82715,66,12529,79,103,0,1
final,pusht,82715,67,12539,54,78,1,1
final,pusht,82715,68,12547,174,198,1,1
final,pusht,82715,69,12850,57,81,1,1
final,pusht,82715,70,12921,85,109,1,1
final,pusht,82715,71,13089,3,27,0,1
final,pusht,82715,72,13110,13,37,1,1
final,pusht,82715,73,13171,8,32,1,1
final,pusht,82715,74,13266,41,65,1,1
final,pusht,82715,75,13431,27,51,1,1
final,pusht,82715,76,13946,114,138,1,1
final,pusht,82715,77,14167,6,30,1,1
final,pusht,82715,78,14295,28,52,1,1
final,pusht,82715,79,14897,33,57,1,1
final,pusht,82715,80,15168,119,143,1,1
final,pusht,82715,81,15230,108,132,1,1
final,pusht,82715,82,15935,71,95,1,1
final,pusht,82715,83,16024,2,26,1,0
final,pusht,82715,84,16061,11,35,1,0
final,pusht,82715,85,16102,9,33,0,0
final,pusht,82715,86,16116,115,139,1,1
final,pusht,82715,87,16164,80,104,1,1
final,pusht,82715,88,16535,11,35,1,1
final,pusht,82715,89,16544,6,30,0,1
final,pusht,82715,90,16960,84,108,1,1
final,pusht,82715,91,17076,49,73,1,1
final,pusht,82715,92,17109,100,124,1,1
final,pusht,82715,93,17335,145,169,1,1
final,pusht,82715,94,17482,33,57,1,1
final,pusht,82715,95,17662,79,103,1,1
final,pusht,82715,96,18062,31,55,0,0
final,pusht,82715,97,18099,2,26,0,1
final,pusht,82715,98,18164,20,44,1,1
final,pusht,82715,99,18613,47,71,1,1
final,pusht,86604,0,737,2,26,1,0
final,pusht,86604,1,852,61,85,1,1
final,pusht,86604,2,898,145,169,1,1
final,pusht,86604,3,1693,105,129,1,0
final,pusht,86604,4,1740,13,37,1,1
final,pusht,86604,5,2028,32,56,1,1
final,pusht,86604,6,2320,33,57,1,1
final,pusht,86604,7,2817,29,53,1,1
final,pusht,86604,8,2911,52,76,1,1
final,pusht,86604,9,2977,129,153,0,1
final,pusht,86604,10,3300,32,56,1,1
final,pusht,86604,11,3465,14,38,0,1
final,pusht,86604,12,3710,58,82,1,1
final,pusht,86604,13,3714,99,123,1,1
final,pusht,86604,14,3730,14,38,0,0
final,pusht,86604,15,3870,61,85,1,1
final,pusht,86604,16,3889,97,121,0,1
final,pusht,86604,17,4380,37,61,0,1
final,pusht,86604,18,4406,22,46,1,1
final,pusht,86604,19,4420,69,93,1,1
final,pusht,86604,20,4519,2,26,1,1
final,pusht,86604,21,4619,37,61,1,1
final,pusht,86604,22,5053,97,121,1,1
final,pusht,86604,23,5262,17,41,1,1
final,pusht,86604,24,5363,37,61,1,1
final,pusht,86604,25,5679,68,92,0,1
final,pusht,86604,26,5806,73,97,1,1
final,pusht,86604,27,6670,15,39,1,1
final,pusht,86604,28,6795,42,66,1,1
final,pusht,86604,29,7235,88,112,1,1
final,pusht,86604,30,7262,69,93,1,1
final,pusht,86604,31,7335,79,103,1,1
final,pusht,86604,32,8004,86,110,1,1
final,pusht,86604,33,8052,28,52,0,1
final,pusht,86604,34,8054,97,121,1,1
final,pusht,86604,35,8131,70,94,1,1
final,pusht,86604,36,8260,31,55,0,1
final,pusht,86604,37,8276,7,31,0,1
final,pusht,86604,38,8428,85,109,1,1
final,pusht,86604,39,8818,61,85,1,1
final,pusht,86604,40,9000,34,58,1,1
final,pusht,86604,41,9275,79,103,0,1
final,pusht,86604,42,9665,72,96,1,1
final,pusht,86604,43,9881,73,97,1,1
final,pusht,86604,44,9883,15,39,1,1
final,pusht,86604,45,10263,3,27,0,0
final,pusht,86604,46,10280,68,92,1,1
final,pusht,86604,47,10381,67,91,1,1
final,pusht,86604,48,10624,30,54,1,1
final,pusht,86604,49,11246,64,88,1,1
final,pusht,86604,50,11261,90,114,1,1
final,pusht,86604,51,11289,23,47,1,1
final,pusht,86604,52,11381,5,29,1,1
final,pusht,86604,53,11399,128,152,1,1
final,pusht,86604,54,11481,82,106,1,1
final,pusht,86604,55,11685,0,24,1,1
final,pusht,86604,56,12137,27,51,1,1
final,pusht,86604,57,12140,54,78,1,1
final,pusht,86604,58,12206,45,69,1,1
final,pusht,86604,59,12232,0,24,1,1
final,pusht,86604,60,12258,30,54,1,1
final,pusht,86604,61,12571,64,88,1,1
final,pusht,86604,62,12627,15,39,1,1
final,pusht,86604,63,13214,18,42,1,1
final,pusht,86604,64,13463,41,65,1,1
final,pusht,86604,65,13502,87,111,1,1
final,pusht,86604,66,13580,84,108,1,1
final,pusht,86604,67,13677,29,53,1,1
final,pusht,86604,68,13867,4,28,0,0
final,pusht,86604,69,13902,61,85,1,1
final,pusht,86604,70,13970,45,69,1,1
final,pusht,86604,71,14064,30,54,0,1
final,pusht,86604,72,14166,96,120,1,1
final,pusht,86604,73,14173,44,68,1,1
final,pusht,86604,74,14187,46,70,1,1
final,pusht,86604,75,14425,13,37,1,1
final,pusht,86604,76,14534,68,92,0,1
final,pusht,86604,77,14938,4,28,1,1
final,pusht,86604,78,15102,33,57,1,1
final,pusht,86604,79,15220,91,115,1,1
final,pusht,86604,80,15632,2,26,1,1
final,pusht,86604,81,15637,64,88,1,1
final,pusht,86604,82,15664,8,32,1,1
final,pusht,86604,83,15966,71,95,1,1
final,pusht,86604,84,15969,58,82,1,1
final,pusht,86604,85,15979,32,56,1,1
final,pusht,86604,86,16216,155,179,1,1
final,pusht,86604,87,16231,133,157,1,1
final,pusht,86604,88,16398,59,83,1,1
final,pusht,86604,89,16585,1,25,0,1
final,pusht,86604,90,16627,4,28,0,1
final,pusht,86604,91,16932,85,109,1,1
final,pusht,86604,92,16979,29,53,1,1
final,pusht,86604,93,17131,102,126,0,0
final,pusht,86604,94,17211,43,67,1,1
final,pusht,86604,95,17246,54,78,1,1
final,pusht,86604,96,17546,75,99,1,1
final,pusht,86604,97,17688,60,84,1,1
final,pusht,86604,98,17774,42,66,1,1
final,pusht,86604,99,18062,17,41,1,1
final,pusht,91943,0,253,21,45,1,1
final,pusht,91943,1,389,23,47,1,1
final,pusht,91943,2,1058,55,79,1,1
final,pusht,91943,3,1183,74,98,1,1
final,pusht,91943,4,1198,37,61,1,1
final,pusht,91943,5,1293,2,26,0,1
final,pusht,91943,6,1451,19,43,1,1
final,pusht,91943,7,1641,108,132,1,1
final,pusht,91943,8,2682,3,27,1,1
final,pusht,91943,9,3875,88,112,1,1
final,pusht,91943,10,3942,80,104,1,1
final,pusht,91943,11,3996,73,97,1,1
final,pusht,91943,12,4242,2,26,0,0
final,pusht,91943,13,4947,2,26,0,1
final,pusht,91943,14,5091,160,184,1,1
final,pusht,91943,15,5143,51,75,1,1
final,pusht,91943,16,5470,73,97,1,1
final,pusht,91943,17,5528,34,58,1,1
final,pusht,91943,18,5683,15,39,1,1
final,pusht,91943,19,5894,50,74,0,1
final,pusht,91943,20,6159,131,155,1,1
final,pusht,91943,21,6167,17,41,0,1
final,pusht,91943,22,6254,84,108,1,1
final,pusht,91943,23,6634,63,87,1,1
final,pusht,91943,24,7330,30,54,1,1
final,pusht,91943,25,7492,17,41,1,1
final,pusht,91943,26,8076,77,101,1,1
